treat,x1,x2,x3,x4,x5,cont_out,bin_out
1,2.843974193,-2.0691685,3.382995433,-3.039300618,-1.819420382,3.130795739,1
1,1.175495148,-0.937182608,0.777867069,-0.374843736,1.303027177,0.109249824,0
1,-0.09015665,-1.819733073,-0.507971813,-4.630825305,-3.134801906,8.308659301,1
1,-0.884414262,-3.071186045,3.231054199,-0.765969044,-1.900655308,3.613257209,1
1,-2.493558883,-1.671714001,2.600342189,-3.139153719,2.003914636,3.600748869,1
1,2.496281409,0.425973111,4.404321949,-1.438075245,-9.599816683,3.721143857,1
1,2.886611239,-0.953778186,5.13202203,-3.011693063,-1.801621473,1.253937776,0
1,-0.571714107,-2.634319377,5.664315994,-5.557230697,-1.017321709,5.50243099,1
1,3.746214136,-0.27045781,0.629545307,-3.054302214,-3.209196365,3.943715956,1
1,3.12064078,0.261067599,1.549536164,0.246698705,-3.262836105,0.349098572,0
1,-0.812377323,-3.725500374,2.753732539,-2.323011129,-7.97306153,8.241549289,1
1,-1.066886813,-2.16573684,3.048038234,-5.134512998,-0.481580208,6.325374179,1
1,-1.556984759,-0.340024411,3.140028302,-1.097246601,-2.447585897,2.579861851,1
1,-2.064416462,0.328075923,1.202367655,-0.950732484,-7.224185209,5.647911986,1
1,-2.675656139,-0.579090761,2.116656941,-2.709927379,-7.115274679,7.734703192,1
1,-0.34554358,-0.728700951,5.261909988,-2.44524273,1.63377572,0.254179543,0
1,0.903407726,-1.568580627,2.754063864,-4.691157965,-2.112606061,5.285338671,1
1,2.736504163,-0.765970752,-0.696444606,1.562790289,-0.080222383,-0.962240128,0
1,1.498413385,-4.269531015,-0.92709217,-4.343136495,-3.858425387,9.227586982,1
1,-2.258691023,-5.434046303,0.828771524,-6.422833563,-1.018437513,11.10457248,1
1,-0.65038635,-1.402239487,-0.759432976,-2.855507188,-1.75682003,5.921040632,1
1,2.743417809,-1.878504117,-1.120514731,-3.43904375,-2.798348887,5.997135294,1
1,-1.250178689,-2.127999154,2.363206193,-1.634775937,-3.725016716,5.020514219,1
1,-1.25702671,0.747749979,1.189445729,-0.375346318,-7.619630838,5.106688707,1
1,0.440660171,-1.837665109,4.48087949,-2.97847333,3.21973279,1.410962796,0
1,1.767179657,-2.500387126,3.738914053,0.471851023,-0.568914186,-0.870476283,0
1,3.182405478,-0.038168624,1.009438797,-0.714658944,-1.076867218,0.254476349,0
1,-0.380897881,-1.653716289,3.244978957,-1.947270636,-3.792521817,4.41918053,1
1,2.609344004,0.958442445,4.220000435,-0.220684555,-5.650692796,0.193884436,0
1,-2.461406739,-0.889316956,3.008166602,-4.816460527,-7.67134153,9.583033644,1
1,1.040108232,0.391052812,-0.269571285,-0.77263064,-3.789466466,3.228761602,1
1,2.109808317,-0.845956435,4.75969856,-2.814134099,-1.164919,1.498081289,0
1,-0.073388309,-0.828370564,1.023963215,-0.633450111,3.693021954,-0.901160976,0
1,0.096167779,-0.554363323,5.795302562,-1.284565368,-1.905802963,0.676406592,0
1,1.328732329,-1.302628454,2.217361564,-1.717220828,0.962112166,1.349823162,0
1,-5.638125306,-1.516043554,4.443797417,-2.871035613,-2.389549567,6.292026537,1
1,2.552769157,-1.310578804,9.000823876,-6.053332836,-6.214777176,5.179363171,1
1,-1.474209412,-3.706260704,-0.072683047,2.580213746,-1.335198339,0.983947867,0
1,-2.440109573,-2.434651678,-0.723502822,-2.370766016,-4.942780135,8.797031561,1
1,-1.805565257,-1.63946517,4.305116778,-1.205905339,-6.172228413,4.972422577,1
1,1.698168976,0.973049256,4.760754375,-0.721086581,-5.238056986,0.669499757,0
1,-1.830073667,-3.63440412,-1.002893529,-1.077411629,-3.587432594,6.736940819,1
1,-2.766359278,-0.36014697,2.048473459,-2.650555015,-1.430348279,5.104282377,1
1,-1.659506093,-1.715372943,-0.867164436,-2.283370122,-0.457397239,5.44912104,1
1,0.00482642,-0.379620465,4.255710743,-1.589627167,-4.94388239,3.341020806,1
1,1.182369649,-1.465270592,2.814336974,-2.27770657,-0.999352614,2.483492712,0
1,2.868707815,0.196741493,-0.070020278,-3.258306798,-1.571144182,3.298002886,1
1,-0.604804132,-3.196138582,3.403191868,-2.75900738,2.424379649,2.760690476,1
1,-0.994471832,-2.006623539,2.545874555,-0.203057588,-1.924532375,2.28564082,0
1,-0.005175087,-1.807927243,1.762231084,-4.478917206,-2.587543222,6.72361855,1
1,-2.791999978,-2.166895841,-1.253900705,-2.071303983,-1.817226305,6.939313572,1
1,2.207334099,-0.238361581,-0.279306542,-5.204349142,-3.115718654,6.94388007,1
1,0.241431008,1.066363525,-0.744439063,-3.634210516,-6.098253998,7.279263302,1
1,2.667239269,-1.101695951,5.601443315,0.494710699,-9.016833636,1.747314142,0
1,-4.817052143,-2.783817226,2.21051684,1.599948524,-3.498161754,3.402258027,1
1,0.224405022,-0.753781192,0.698380059,0.63037668,-7.282020584,4.024397382,1
1,0.555229755,-1.591144282,6.686643393,0.380964055,-1.856817184,-1.175307079,0
1,-2.186049936,-1.598285251,1.327405633,-2.234223003,-1.374586783,5.414637789,1
1,-3.365730825,-4.857317066,2.353485046,-0.544288627,0.48115091,4.547048279,1
1,-1.397649193,0.351387287,3.411968961,-3.175549429,-10.77302544,8.437364911,1
1,-1.439896655,0.031064178,3.060359582,-3.282719881,-4.532081046,4.769434829,1
1,2.469172033,-0.427583265,0.497566045,-4.529368495,-2.35875762,5.618756585,1
1,-0.189869799,-0.677504567,1.441102392,-2.223661084,-3.579286225,4.443922837,1
1,2.212150658,0.54695655,4.880158864,-2.286347162,-1.831463056,0.366645166,0
1,-0.732515617,-0.398859516,1.753412047,0.096147966,-2.834254954,1.309684698,0
1,-0.866409292,0.315389795,0.003303348,-0.476855528,-2.942598058,2.711184398,1
1,-1.143482477,-2.011287114,-0.848347743,-1.14578607,-0.210741019,4.37312944,1
1,-0.467500607,0.347874166,2.798557452,2.64835138,1.405962409,-3.764168879,0
1,1.400740888,0.484474194,2.96399737,-0.745970089,-8.676334971,3.659385827,1
1,-2.283870041,-0.781708327,3.744968731,-2.566029097,-4.3651261,5.293032797,1
1,2.996631036,-1.856338521,1.534008849,-0.87455988,-7.785210658,4.91634578,1
1,0.802423503,-1.84684252,2.280422972,-5.344104636,-2.227664956,6.767690027,1
1,4.633056755,-1.492671545,-1.454988919,-1.291539582,-0.8959107,1.988354346,0
1,2.158741085,-0.967532587,1.452696887,-2.907718839,-7.533040071,5.866510907,1
1,1.215196165,0.663249748,3.750111418,-0.305433526,2.069115299,-2.824433313,0
1,-0.460813453,-0.847979377,-0.597729152,3.948483179,-0.492603737,-1.17403168,0
1,3.339573892,-0.526542186,2.596461296,-1.68357363,-3.814263955,1.668397137,0
1,-0.375594005,-1.935345493,-1.143037731,-0.427929829,-10.79555308,8.639951663,1
1,-3.45520971,-1.22087347,3.718304891,-4.151705772,-1.537714692,6.12404576,1
1,-1.84242375,-1.835588338,0.227348398,-2.831096695,-3.952468051,7.238991493,1
1,-0.629964625,2.200000654,6.600553969,-2.404763944,-2.243306156,0.626082304,0
1,-0.660658365,-0.230946816,2.386948568,-2.878523526,1.061896913,2.317107141,0
1,-0.631808436,-1.451965666,-1.117407219,-2.991622891,-1.834025645,6.417850807,1
1,-4.499218961,-0.410911624,3.811323544,2.170703411,-2.958591535,0.671768762,0
1,-5.69493561,-0.578948614,2.450080359,-4.058453625,-2.745354885,8.28907137,1
1,-4.607052267,-0.258477737,-0.407489875,-1.288240504,2.288712049,3.512236982,1
1,-0.428328363,-1.52398064,-1.348471692,-3.503972765,2.00708326,4.987358697,1
1,1.293885429,-2.516372917,2.689625014,1.090845934,-0.282141371,-0.756390556,0
1,-1.025291984,-1.926880069,3.229110594,1.428869652,-1.872604902,0.423947282,0
1,-1.24637976,-0.362753231,-0.696680708,-4.184403388,-4.778943464,9.00448638,1
1,1.575274127,-2.529956506,0.125095791,-3.390684813,-10.09175281,9.555124972,1
1,-1.390063837,-5.761566031,2.584476401,0.76841922,-5.869139052,5.376411707,1
1,4.691360557,-1.214331596,1.280457262,-1.424772935,1.102035925,-0.247646478,0
1,-0.007625861,-2.006601467,3.851251115,-5.105585438,-1.470647174,5.754450493,1
1,-2.808497514,-1.114810676,2.036755099,-0.598565015,-3.134573579,4.250641265,1
1,-0.09855002,0.358975847,1.582395478,-3.188102349,-3.527899077,5.043584295,1
1,-1.199732843,-0.381198357,3.731356311,-5.65774631,-4.143966898,7.629179616,1
1,7.131602348,0.562296993,-0.493844279,-1.657498131,-1.88971824,0.069864373,0
1,-0.36766549,0.291614509,-0.854325911,-1.246125703,-3.047907556,4.562489672,1
1,-0.186357067,-1.350774497,-2.024939489,0.346724308,-3.54698862,4.278143113,1
1,-2.387067668,-3.157892937,1.966467135,2.344346681,-3.810843805,2.63527481,1
1,3.855312335,-3.291927858,1.105096767,0.307528222,0.056701932,0.07233435,0
1,-3.355429678,0.796437368,2.558250225,-1.707951962,0.705468808,2.452142439,0
1,-1.349881978,-3.808813413,0.22340454,1.19676156,-7.288431443,6.116439082,1
1,-0.458635251,-2.78689366,1.486358647,-1.851709785,-4.550392266,5.866586895,1
1,4.076875217,-0.867886506,3.788916829,0.180510403,-3.656918121,-0.735313738,0
1,1.847354981,0.562694256,1.567508546,-0.188327987,-4.450115063,1.84493695,0
1,1.110104047,0.567252921,0.185771738,-1.94228216,-8.779344566,6.506910793,1
1,0.843686326,-0.933431501,0.482824026,-1.415416005,-0.884926083,2.904437582,1
1,3.650565143,-1.984583994,-0.750395325,-0.561588008,-3.02533941,2.538249919,1
1,-1.336758562,-2.038626301,1.094506623,-4.993486396,-2.120580276,8.394477934,1
1,-2.485536303,-0.909511399,1.179899779,-2.47609778,-9.422986088,9.101326387,1
1,-1.057003764,-0.093981446,2.585151067,-1.963059841,0.344306475,2.015836472,0
1,0.893717618,-3.234338544,2.886722104,-0.07537568,-3.220881169,2.323701645,0
1,-4.268381468,0.071151586,-1.822082831,-1.166964885,-3.077771148,6.549272627,1
1,-3.573237256,0.870954039,1.969688374,-3.682175021,-1.598942486,6.556854952,1
1,3.425012357,-3.280993397,2.672635232,-0.183904595,-2.425241197,1.144267499,0
1,4.268624599,-1.410631773,0.216410353,-1.045131638,-5.948877629,3.334492397,1
1,1.041108917,-1.01570332,1.267732037,-2.287689236,-3.178689497,3.751803858,1
1,6.241235883,-1.907469667,1.327562449,-1.287525033,-5.666386191,2.599951245,1
1,2.289460467,-3.633983228,4.936512927,-1.984604788,-1.418536725,1.810281046,0
1,-3.874062938,-2.100640832,3.814243383,-1.568358603,-2.573631849,5.295348518,1
1,-3.390368882,-0.509527599,3.093093265,-1.057078702,-5.427071276,4.707767636,1
1,3.465326915,-2.024720803,-0.316884088,-0.928546978,-6.684220288,4.706153617,1
1,1.575797145,0.059039742,2.070553328,-3.724546402,-3.160510443,4.059186401,1
1,1.426465939,-2.246979076,2.971508243,1.023463587,-6.575125806,1.977874291,0
1,-1.279490901,-0.212059876,3.92894588,-1.488861489,-4.876313344,3.187819459,1
1,2.193054222,2.094706198,2.225110634,-0.919694756,-2.278220762,-0.785744597,0
1,-2.003883873,0.462244771,3.185739227,-6.427278882,-8.071392252,10.82910607,1
1,-1.817142452,0.60369182,1.762447641,0.571657035,-2.833882637,1.98079795,0
1,-0.836102707,-1.715169868,-1.792046492,-4.12729803,-1.057062443,8.056800188,1
1,-2.904604344,0.302518666,1.096990177,-0.694545168,-1.00296968,2.521597679,1
1,0.718061281,-3.036355517,2.017470417,0.060978876,0.968035535,0.481068904,0
0,0.502856118,-1.686113837,3.310932874,-3.156076226,-5.749711345,4.739644809,1
0,3.301316542,0.308438584,-0.463227665,-4.195636343,-4.623256148,5.190203119,1
0,0.378965477,1.606300033,2.442455748,-3.437941187,3.941391654,-1.075331429,0
0,4.049899844,0.296722965,-2.111371866,-0.014684279,-2.022769356,-0.16089722,0
0,1.791370817,-1.556588181,-0.017259256,-2.568921913,-1.452299911,3.415228488,1
0,0.61379194,-0.862781054,1.931896983,-2.222388953,-0.440516052,1.617886364,0
0,6.634020852,-3.163483892,0.74125891,-0.371984465,-3.948443124,0.882298044,0
0,0.839973649,-4.20837971,1.51476635,-1.532224321,-6.137084062,5.198779188,1
0,-0.34924269,-1.157171679,4.464785054,1.034059021,-5.750148696,0.309810512,0
0,1.570842633,-3.590468378,0.650591855,1.497181759,-4.869985673,1.11018059,0
0,5.485978861,-3.853302647,3.825909018,-1.662533097,-1.376363369,-0.33915905,0
0,-5.752822444,-1.574713485,1.843226139,1.588340026,-2.295335006,1.966284153,0
0,4.139582773,-3.14032415,-1.908348189,-0.777712034,-5.62049696,4.007048889,1
0,-2.676088181,-1.140872256,3.077109059,0.64432921,-3.073260317,1.477576347,0
0,1.680080418,-0.888550372,0.328520604,-1.177214705,2.457699305,-0.917531537,0
0,3.363110978,-3.635417507,2.832635493,1.132422535,-0.480319385,-1.99133674,0
0,-1.057105578,-2.089946072,3.301120582,-4.233516454,-1.186481173,4.420704578,1
0,0.936811956,-0.722179241,0.48156483,0.560286528,-2.943510953,0.511275776,0
0,3.135954162,-2.650715131,1.605519469,1.26289536,1.317721819,-2.832776823,0
0,7.23368492,-0.407196555,1.150465481,-3.748231437,-0.61643638,-0.077248755,0
0,3.121932264,-3.412626151,2.154741167,0.608019838,0.045725228,-1.539287233,0
0,3.908712473,-1.151764973,1.800739056,-2.09983182,-3.069120989,1.308027755,0
0,1.59256658,0.971206313,1.673423265,-7.3304394,-1.652465556,6.111703663,1
0,2.984398845,-0.274542109,4.43948804,-2.078835591,-3.042231353,0.498698757,0
0,1.779716329,-3.952793706,1.111057627,-0.627252721,1.445560668,0.076156659,0
0,0.40459901,-0.917318755,1.412373892,-2.340328495,-3.40584436,3.570866185,1
0,3.135368665,-2.672204139,-2.896144141,-1.980800917,-1.353543408,3.884745683,1
0,1.033807313,0.21991398,-0.027180998,-7.080207424,4.292717751,4.141977802,1
0,0.193529092,-0.337314361,2.920226734,1.582457383,-2.295832959,-1.994648421,0
0,0.958996326,0.197302873,-1.221561316,-3.247690439,-8.652932155,7.670847809,1
0,1.678916347,-1.910912223,2.87209528,3.206947682,-6.397432347,-1.35650476,0
0,5.03582011,-3.039511178,0.501242794,-3.908366985,0.665846482,2.208073436,0
0,5.637440493,-2.213456678,-0.634502953,-1.491426718,-4.297214473,2.284636873,0
0,3.461813894,-1.613974171,-0.56669807,-1.847341258,-4.348282055,3.360190804,1
0,-1.97365586,-3.006927484,0.408108113,-1.941234934,-8.937922407,8.099373889,1
0,2.606177728,-1.55588041,1.949463285,-0.398332784,-1.345082721,0.109736496,0
0,0.269676829,-0.298166743,-3.67032359,-3.362698943,-5.252368764,7.971821001,1
0,1.665543841,0.164127285,0.240317003,1.283929598,-7.183964309,1.375519369,0
0,-2.694191163,-5.174134186,0.842476141,-3.545090559,-4.323656285,8.549320789,1
0,4.670776776,-1.693886857,2.074490696,-0.850355328,-2.880785354,-0.59680588,0
0,0.850030181,-1.387808152,-1.675624246,-1.053347412,-1.47794838,3.075597173,1
0,1.145409092,-1.491545279,2.644492265,0.106413658,-1.567512441,-0.659811166,0
0,3.112939439,-4.559265229,1.545131401,-2.038455732,4.535402573,-0.502229973,0
0,2.110903143,-1.016824153,1.134088665,0.072120638,-4.171981366,0.889911814,0
0,5.307655261,-1.866038032,0.760803286,-0.292361594,-0.976015659,-1.118715158,0
0,0.093753196,-1.20472223,0.150392849,-1.78016969,-2.034125189,3.495508407,1
0,1.847316812,-1.955304266,3.324782781,1.922035792,-4.323731397,-1.583918261,0
0,2.599410137,-0.671125101,-0.090625358,0.627214727,-4.326282852,0.478225183,0
0,0.867520361,-1.393928811,0.318562239,0.638006723,-1.007179492,-0.36263854,0
0,0.855411515,-0.858165651,2.049079483,-1.355443076,0.728131104,0.247725344,0
0,4.653481364,-0.652087158,2.123205092,2.035169923,4.295298041,-7.399894086,0
0,-1.43352838,-0.554217033,1.661827798,1.20830818,-2.025145828,-0.258750575,0
0,-1.778513673,-0.083362929,0.98973545,-1.708139287,-0.532543388,1.940483426,0
0,3.606405399,-3.02487218,2.138150316,-0.552016839,1.920984761,-1.520515464,0
0,2.278198005,-1.121430243,3.451631739,-2.293960487,-0.189091243,-0.244003581,0
0,2.985790225,-3.201098618,0.943619949,0.379174211,-8.444590549,3.805889038,1
0,5.003825532,0.674418108,-1.342190606,-2.112092593,2.881541148,-1.663212604,0
0,4.976567581,-2.331392422,-0.415679283,-1.581877066,1.443864702,-0.788756028,0
0,5.051165911,-1.585264453,1.874878907,-2.408715102,1.512435519,-1.057000779,0
0,2.595062155,-1.785800689,2.735359723,2.3391312,-3.122520965,-2.599974324,0
0,4.232579454,-4.733126515,1.864807724,-3.852400324,-7.594859024,7.146070528,1
0,3.702385834,-0.324907538,1.479440894,0.045767312,-0.085687818,-2.278549206,0
0,1.752551732,-1.618079393,2.811318486,-3.112132905,0.198366739,1.205096776,0
0,4.78179054,1.693600582,0.76521129,-1.470685063,-1.583252085,-1.648612137,0
0,3.863311583,-1.07657147,2.676226186,-0.514106045,0.226555524,-2.216101823,0
0,5.352156833,-1.546790816,-2.822246037,-0.877538217,-1.374790607,0.947307224,0
0,0.527504198,-2.766887981,3.173087462,-1.958022158,1.062065966,0.947594501,0
0,0.958101509,-1.955360513,2.833249661,2.909739803,-4.82881849,-0.892900123,0
0,1.412564432,-2.572900894,1.303593585,1.395774903,-5.842336373,1.118096601,0
0,2.546908822,-1.368087612,1.693980909,4.522605988,-4.000331839,-3.925092782,0
0,-0.435900034,-0.28544489,-0.372951565,-2.246217991,-3.354896521,4.233593299,1
0,1.214000209,-1.867278935,0.764230668,1.414167156,-3.553864628,0.331703995,0
0,-0.669632307,-3.165007753,-2.04135535,-0.318600747,-5.676360264,6.179426217,1
0,4.251476764,-1.355896366,-3.239454255,0.999643329,1.797139078,-1.562119808,0
0,0.407164045,-0.358137539,2.88845816,1.300380515,3.545731666,-4.853283001,0
